accountContextSearch,acctName,acctNumber,acctType,custrecord_cash360_exclude_account,custrecord_cps_bdc_lastupdatedbyimp_acc,custrecord_cps_bdc_updatedbyimp_acc,id,includeChildren,inventory,isInactive,isSummary,lastModifiedDate,localizations,subsidiary,unit,unitsType,cashFlowRate,currency,eliminate,generalRate,reconcileWithMatching,revalue,description,externalId,curDocNum,parent,sSpecAcct
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/337/accountContextSearch'}]}",Notes Payable SRM,22015,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,337,True,False,False,False,2023-04-13T15:46:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/337/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/337/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,22015,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/338/accountContextSearch'}]}",Notes Payable SVS,22016,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,338,True,False,False,False,2023-04-13T15:46:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/338/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/338/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,22016,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/339/accountContextSearch'}]}",Notes Payable TOS,22017,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,339,True,False,False,False,2023-04-13T15:47:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/339/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/339/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,22017,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/340/accountContextSearch'}]}",Notes Payable TSSI,22018,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,340,True,False,False,False,2023-04-13T15:48:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/340/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/340/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,22018,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/341/accountContextSearch'}]}",Notes Payable TX FMG,22019,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,341,True,False,False,False,2023-04-13T15:48:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/341/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/341/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,22019,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/342/accountContextSearch'}]}",Notes Payable UMS,22020,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,342,True,False,False,False,2023-04-13T15:48:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/342/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/342/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,22020,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/343/accountContextSearch'}]}",Notes Payable WTX,22021,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,343,True,False,False,False,2023-04-13T15:48:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/343/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/343/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,22021,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1966/accountContextSearch'}]}",Notes Payable RBSO,22022,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,1966,True,False,False,False,2023-04-13T15:48:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1966/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1966/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/currency/1'}], 'id': '1', 'refName': 'USD'}",True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1976/accountContextSearch'}]}",Notes Payable Remedy,22023,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,1976,True,False,False,False,2024-02-14T21:04:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1976/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1976/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1975/accountContextSearch'}]}",Notes Payable AI,22024,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,1975,True,False,False,False,2023-04-13T15:45:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1975/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1975/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1979/accountContextSearch'}]}",Notes Payable UJH,22025,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,1979,True,False,False,False,2023-05-30T17:00:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1979/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1979/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2025/accountContextSearch'}]}",Notes Payable SDC,22026,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2025,True,False,False,False,2023-06-15T20:42:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2025/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2025/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2036/accountContextSearch'}]}",Notes Payable Omada,22027,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2036,True,False,False,False,2023-07-18T18:36:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2036/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2036/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2042/accountContextSearch'}]}",Notes Payable LCPA,22028,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2042,True,False,False,False,2023-08-04T18:04:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2042/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2042/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2263/accountContextSearch'}]}",Notes Payable CMG NC,22029,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2263,True,False,False,False,2023-09-25T17:26:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2263/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2263/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2488/accountContextSearch'}]}",Notes Payable Med Source,22030,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2488,True,False,False,False,2023-11-28T16:49:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2488/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2488/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2467/accountContextSearch'}]}",Notes Payable WRARG,22031,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2467,True,False,False,False,2023-10-20T15:17:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2467/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2467/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/currency/1'}], 'id': '1', 'refName': 'USD'}",True,"{'id': 'CURRENT', 'refName': 'Current'}",,False,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2489/accountContextSearch'}]}",Notes Payable ARG II,22032,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2489,True,False,False,False,2023-11-28T16:50:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2489/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2489/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2490/accountContextSearch'}]}",Notes Payable AI DFW,22033,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2490,True,False,False,False,2023-11-28T16:50:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2490/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2490/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2491/accountContextSearch'}]}",Notes Payable INSP,22034,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2491,True,False,False,False,2023-11-28T16:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2491/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2491/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2784/accountContextSearch'}]}",Notes Payable FLYO,22035,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2784,True,False,False,False,2025-02-27T17:49:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2784/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2784/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2785/accountContextSearch'}]}",Notes Payable RCH,22036,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2785,True,False,False,False,2025-02-27T17:50:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2785/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2785/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2786/accountContextSearch'}]}",Notes Payable Omada RV,22037,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2786,True,False,False,False,2025-02-27T17:51:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2786/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2786/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1944/accountContextSearch'}]}",MGMT Fees Payable,22099,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,1944,True,False,False,False,2023-04-13T15:45:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1944/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1944/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,True,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/322'}], 'id': '322', 'refName': '22000 Current Notes Payable'}",
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/344/accountContextSearch'}]}",Inter-company Due to/from,22100,"{'id': 'LongTermLiab', 'refName': 'Long Term Liability'}",False,False,False,344,True,False,False,False,2022-04-25T19:52:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/344/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/344/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,22100,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1998/accountContextSearch'}]}",Notes Payable - Woodhaven,23061,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,1998,True,False,False,False,2024-09-19T16:28:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1998/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/1998/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2002/accountContextSearch'}]}",Notes Payable - SDC Real Estate,23062,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2002,False,False,False,False,2023-05-03T20:23:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2002/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2002/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2003/accountContextSearch'}]}",Notes Payable - RT & PY Myles,23063,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2003,False,False,False,False,2023-05-03T20:25:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2003/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2003/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2004/accountContextSearch'}]}","Notes Payable - AHM, LLC",23064,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2004,False,False,False,False,2023-05-03T20:27:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2004/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2004/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2005/accountContextSearch'}]}",Notes Payable - Dr. Myles,23065,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2005,False,False,False,False,2023-05-03T20:30:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2005/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2005/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2006/accountContextSearch'}]}",Notes Payable - ISD (R Myles),23066,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2006,False,False,False,False,2023-05-03T20:31:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2006/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2006/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2007/accountContextSearch'}]}",Notes Payable - Myles PR,23067,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2007,False,False,False,False,2023-05-03T20:35:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2007/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2007/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,,
"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2008/accountContextSearch'}]}",Notes Payable - EMPI (R Myles),23068,"{'id': 'OthCurrLiab', 'refName': 'Other Current Liability'}",False,False,False,2008,False,False,False,False,2023-05-03T20:39:00Z,"{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2008/localizations'}]}","{'links': [{'rel': 'self', 'href': 'https://7399703.suitetalk.api.netsuite.com/services/rest/record/v1/account/2008/subsidiary'}]}",,,"{'id': 'AVERAGE', 'refName': 'Average'}",,False,"{'id': 'CURRENT', 'refName': 'Current'}",,True,,,,,
